p cnf 91 2366
-20 -66 -109 -119 -27 0
-35 -66 -109 -119 -42 0
-49 -66 -109 -119 -56 0
-5 -78 -109 -119 -11 0
-21 -78 -109 -119 -27 0
-36 -78 -109 -119 -42 0
-50 -78 -109 -119 -56 0
-63 -78 -109 -119 -69 0
-6 -89 -109 -119 -11 0
-22 -89 -109 -119 -27 0
-37 -89 -109 -119 -42 0
-51 -89 -109 -119 -56 0
-64 -89 -109 -119 -69 0
-76 -89 -109 -119 -81 0
-7 -99 -109 -119 -11 0
-23 -99 -109 -119 -27 0
-38 -99 -109 -119 -42 0
-52 -99 -109 -119 -56 0
-65 -99 -109 -119 -69 0
-77 -99 -109 -119 -81 0
-88 -99 -109 -119 -92 0
-1 -18 -41 -126 -11 0
-1 -19 -55 -126 -11 0
-2 -34 -55 -126 -11 0
-18 -34 -55 -126 -27 0
-1 -20 -68 -126 -11 0
-2 -35 -68 -126 -11 0
-18 -35 -68 -126 -27 0
-3 -49 -68 -126 -11 0
-19 -49 -68 -126 -27 0
-34 -49 -68 -126 -42 0
-1 -21 -80 -126 -11 0
-2 -36 -80 -126 -11 0
-18 -36 -80 -126 -27 0
-3 -50 -80 -126 -11 0
-19 -50 -80 -126 -27 0
-34 -50 -80 -126 -42 0
-4 -63 -80 -126 -11 0
-20 -63 -80 -126 -27 0
-35 -63 -80 -126 -42 0
-49 -63 -80 -126 -56 0
-1 -22 -91 -126 -11 0
-2 -37 -91 -126 -11 0
-18 -37 -91 -126 -27 0
-3 -51 -91 -126 -11 0
-19 -51 -91 -126 -27 0
-34 -51 -91 -126 -42 0
-4 -64 -91 -126 -11 0
-20 -64 -91 -126 -27 0
-35 -64 -91 -126 -42 0
-49 -64 -91 -126 -56 0
-5 -76 -91 -126 -11 0
-21 -76 -91 -126 -27 0
-36 -76 -91 -126 -42 0
-50 -76 -91 -126 -56 0
-63 -76 -91 -126 -69 0
-1 -23 -101 -126 -11 0
-2 -38 -101 -126 -11 0
-18 -38 -101 -126 -27 0
-3 -52 -101 -126 -11 0
-19 -52 -101 -126 -27 0
-34 -52 -101 -126 -42 0
-4 -65 -101 -126 -11 0
-20 -65 -101 -126 -27 0
-35 -65 -101 -126 -42 0
-49 -65 -101 -126 -56 0
-5 -77 -101 -126 -11 0
-21 -77 -101 -126 -27 0
-36 -77 -101 -126 -42 0
-50 -77 -101 -126 -56 0
-63 -77 -101 -126 -69 0
-6 -88 -101 -126 -11 0
-22 -88 -101 -126 -27 0
-37 -88 -101 -126 -42 0
-51 -88 -101 -126 -56 0
-64 -88 -101 -126 -69 0
-76 -88 -101 -126 -81 0
-1 -24 -110 -126 -11 0
-2 -39 -110 -126 -11 0
-18 -39 -110 -126 -27 0
-3 -53 -110 -126 -11 0
-19 -53 -110 -126 -27 0
-34 -53 -110 -126 -42 0
-4 -66 -110 -126 -11 0
-20 -66 -110 -126 -27 0
-35 -66 -110 -126 -42 0
-49 -66 -110 -126 -56 0
-5 -78 -110 -126 -11 0
-21 -78 -110 -126 -27 0
-36 -78 -110 -126 -42 0
-50 -78 -110 -126 -56 0
-63 -78 -110 -126 -69 0
-6 -89 -110 -126 -11 0
-22 -89 -110 -126 -27 0
-37 -89 -110 -126 -42 0
-51 -89 -110 -126 -56 0
-64 -89 -110 -126 -69 0
-76 -89 -110 -126 -81 0
-7 -99 -110 -126 -11 0
-23 -99 -110 -126 -27 0
-38 -99 -110 -126 -42 0
-52 -99 -110 -126 -56 0
-65 -99 -110 -126 -69 0
-77 -99 -110 -126 -81 0
-88 -99 -110 -126 -92 0
-1 -25 -118 -126 -11 0
-2 -40 -118 -126 -11 0
-18 -40 -118 -126 -27 0
-3 -54 -118 -126 -11 0
-19 -54 -118 -126 -27 0
-34 -54 -118 -126 -42 0
-4 -67 -118 -126 -11 0
-20 -67 -118 -126 -27 0
-35 -67 -118 -126 -42 0
-49 -67 -118 -126 -56 0
-5 -79 -118 -126 -11 0
-21 -79 -118 -126 -27 0
-36 -79 -118 -126 -42 0
-50 -79 -118 -126 -56 0
-63 -79 -118 -126 -69 0
-6 -90 -118 -126 -11 0
-22 -90 -118 -126 -27 0
-37 -90 -118 -126 -42 0
-51 -90 -118 -126 -56 0
-64 -90 -118 -126 -69 0
-76 -90 -118 -126 -81 0
-7 -100 -118 -126 -11 0
-23 -100 -118 -126 -27 0
-38 -100 -118 -126 -42 0
-52 -100 -118 -126 -56 0
-65 -100 -118 -126 -69 0
-77 -100 -118 -126 -81 0
-88 -100 -118 -126 -92 0
-8 -109 -118 -126 -11 0
-24 -109 -118 -126 -27 0
-39 -109 -118 -126 -42 0
-53 -109 -118 -126 -56 0
-66 -109 -118 -126 -69 0
-78 -109 -118 -126 -81 0
-89 -109 -118 -126 -92 0
-99 -109 -118 -126 -102 0
-1 -18 -34 -57 -12 0
-1 -18 -35 -70 -12 0
-1 -19 -49 -70 -12 0
-2 -34 -49 -70 -12 0
-18 -34 -49 -70 -28 0
-1 -18 -36 -82 -12 0
-1 -19 -50 -82 -12 0
-2 -34 -50 -82 -12 0
-18 -34 -50 -82 -28 0
-1 -20 -63 -82 -12 0
-2 -35 -63 -82 -12 0
-18 -35 -63 -82 -28 0
-3 -49 -63 -82 -12 0
-19 -49 -63 -82 -28 0
-34 -49 -63 -82 -43 0
-1 -18 -37 -93 -12 0
-1 -19 -51 -93 -12 0
-2 -34 -51 -93 -12 0
-18 -34 -51 -93 -28 0
-1 -20 -64 -93 -12 0
-2 -35 -64 -93 -12 0
-18 -35 -64 -93 -28 0
-3 -49 -64 -93 -12 0
-19 -49 -64 -93 -28 0
-34 -49 -64 -93 -43 0
-1 -21 -76 -93 -12 0
-2 -36 -76 -93 -12 0
-18 -36 -76 -93 -28 0
-3 -50 -76 -93 -12 0
-19 -50 -76 -93 -28 0
-34 -50 -76 -93 -43 0
-4 -63 -76 -93 -12 0
-20 -63 -76 -93 -28 0
-35 -63 -76 -93 -43 0
-49 -63 -76 -93 -57 0
-1 -18 -38 -103 -12 0
-1 -19 -52 -103 -12 0
-2 -34 -52 -103 -12 0
-18 -34 -52 -103 -28 0
-1 -20 -65 -103 -12 0
-2 -35 -65 -103 -12 0
-18 -35 -65 -103 -28 0
-3 -49 -65 -103 -12 0
-19 -49 -65 -103 -28 0
-34 -49 -65 -103 -43 0
-1 -21 -77 -103 -12 0
-2 -36 -77 -103 -12 0
-18 -36 -77 -103 -28 0
-3 -50 -77 -103 -12 0
-19 -50 -77 -103 -28 0
-34 -50 -77 -103 -43 0
-4 -63 -77 -103 -12 0
-20 -63 -77 -103 -28 0
-35 -63 -77 -103 -43 0
-49 -63 -77 -103 -57 0
-1 -22 -88 -103 -12 0
-2 -37 -88 -103 -12 0
-18 -37 -88 -103 -28 0
-3 -51 -88 -103 -12 0
-19 -51 -88 -103 -28 0
-34 -51 -88 -103 -43 0
-4 -64 -88 -103 -12 0
-20 -64 -88 -103 -28 0
-35 -64 -88 -103 -43 0
-49 -64 -88 -103 -57 0
-5 -76 -88 -103 -12 0
-21 -76 -88 -103 -28 0
-36 -76 -88 -103 -43 0
-50 -76 -88 -103 -57 0
-63 -76 -88 -103 -70 0
-1 -18 -39 -112 -12 0
-1 -19 -53 -112 -12 0
-2 -34 -53 -112 -12 0
-18 -34 -53 -112 -28 0
-1 -20 -66 -112 -12 0
-2 -35 -66 -112 -12 0
-18 -35 -66 -112 -28 0
-3 -49 -66 -112 -12 0
-19 -49 -66 -112 -28 0
-34 -49 -66 -112 -43 0
-1 -21 -78 -112 -12 0
-2 -36 -78 -112 -12 0
-18 -36 -78 -112 -28 0
-3 -50 -78 -112 -12 0
-19 -50 -78 -112 -28 0
-34 -50 -78 -112 -43 0
-4 -63 -78 -112 -12 0
-20 -63 -78 -112 -28 0
-35 -63 -78 -112 -43 0
-49 -63 -78 -112 -57 0
-1 -22 -89 -112 -12 0
-2 -37 -89 -112 -12 0
-18 -37 -89 -112 -28 0
-3 -51 -89 -112 -12 0
-19 -51 -89 -112 -28 0
-34 -51 -89 -112 -43 0
-4 -64 -89 -112 -12 0
-20 -64 -89 -112 -28 0
-35 -64 -89 -112 -43 0
-49 -64 -89 -112 -57 0
-5 -76 -89 -112 -12 0
-21 -76 -89 -112 -28 0
-36 -76 -89 -112 -43 0
-50 -76 -89 -112 -57 0
-63 -76 -89 -112 -70 0
-1 -23 -99 -112 -12 0
-2 -38 -99 -112 -12 0
-18 -38 -99 -112 -28 0
-3 -52 -99 -112 -12 0
-19 -52 -99 -112 -28 0
-34 -52 -99 -112 -43 0
-4 -65 -99 -112 -12 0
-20 -65 -99 -112 -28 0
-35 -65 -99 -112 -43 0
-49 -65 -99 -112 -57 0
-5 -77 -99 -112 -12 0
-21 -77 -99 -112 -28 0
-36 -77 -99 -112 -43 0
-50 -77 -99 -112 -57 0
-63 -77 -99 -112 -70 0
-6 -88 -99 -112 -12 0
-22 -88 -99 -112 -28 0
-37 -88 -99 -112 -43 0
-51 -88 -99 -112 -57 0
-64 -88 -99 -112 -70 0
-76 -88 -99 -112 -82 0
-1 -18 -40 -120 -12 0
-1 -19 -54 -120 -12 0
-2 -34 -54 -120 -12 0
-18 -34 -54 -120 -28 0
-1 -20 -67 -120 -12 0
-2 -35 -67 -120 -12 0
-18 -35 -67 -120 -28 0
-3 -49 -67 -120 -12 0
-19 -49 -67 -120 -28 0
-34 -49 -67 -120 -43 0
-1 -21 -79 -120 -12 0
-2 -36 -79 -120 -12 0
-18 -36 -79 -120 -28 0
-3 -50 -79 -120 -12 0
-19 -50 -79 -120 -28 0
-34 -50 -79 -120 -43 0
-4 -63 -79 -120 -12 0
-20 -63 -79 -120 -28 0
-35 -63 -79 -120 -43 0
-49 -63 -79 -120 -57 0
-1 -22 -90 -120 -12 0
-2 -37 -90 -120 -12 0
-18 -37 -90 -120 -28 0
-3 -51 -90 -120 -12 0
-19 -51 -90 -120 -28 0
-34 -51 -90 -120 -43 0
-4 -64 -90 -120 -12 0
-20 -64 -90 -120 -28 0
-35 -64 -90 -120 -43 0
-49 -64 -90 -120 -57 0
-5 -76 -90 -120 -12 0
-21 -76 -90 -120 -28 0
-36 -76 -90 -120 -43 0
-50 -76 -90 -120 -57 0
-63 -76 -90 -120 -70 0
-1 -23 -100 -120 -12 0
-2 -38 -100 -120 -12 0
-18 -38 -100 -120 -28 0
-3 -52 -100 -120 -12 0
-19 -52 -100 -120 -28 0
-34 -52 -100 -120 -43 0
-4 -65 -100 -120 -12 0
-20 -65 -100 -120 -28 0
-35 -65 -100 -120 -43 0
-49 -65 -100 -120 -57 0
-5 -77 -100 -120 -12 0
-21 -77 -100 -120 -28 0
-36 -77 -100 -120 -43 0
-50 -77 -100 -120 -57 0
-63 -77 -100 -120 -70 0
-6 -88 -100 -120 -12 0
-22 -88 -100 -120 -28 0
-37 -88 -100 -120 -43 0
-51 -88 -100 -120 -57 0
-64 -88 -100 -120 -70 0
-76 -88 -100 -120 -82 0
-1 -24 -109 -120 -12 0
-2 -39 -109 -120 -12 0
-18 -39 -109 -120 -28 0
-3 -53 -109 -120 -12 0
-19 -53 -109 -120 -28 0
-34 -53 -109 -120 -43 0
-4 -66 -109 -120 -12 0
-20 -66 -109 -120 -28 0
-35 -66 -109 -120 -43 0
-49 -66 -109 -120 -57 0
-5 -78 -109 -120 -12 0
-21 -78 -109 -120 -28 0
-36 -78 -109 -120 -43 0
-50 -78 -109 -120 -57 0
-63 -78 -109 -120 -70 0
-6 -89 -109 -120 -12 0
-22 -89 -109 -120 -28 0
-37 -89 -109 -120 -43 0
-51 -89 -109 -120 -57 0
-64 -89 -109 -120 -70 0
-76 -89 -109 -120 -82 0
-7 -99 -109 -120 -12 0
-23 -99 -109 -120 -28 0
-38 -99 -109 -120 -43 0
-52 -99 -109 -120 -57 0
-65 -99 -109 -120 -70 0
-77 -99 -109 -120 -82 0
-88 -99 -109 -120 -93 0
-1 -18 -41 -127 -12 0
-1 -19 -55 -127 -12 0
-2 -34 -55 -127 -12 0
-18 -34 -55 -127 -28 0
-1 -20 -68 -127 -12 0
-2 -35 -68 -127 -12 0
-18 -35 -68 -127 -28 0
-3 -49 -68 -127 -12 0
-19 -49 -68 -127 -28 0
-34 -49 -68 -127 -43 0
-1 -21 -80 -127 -12 0
-2 -36 -80 -127 -12 0
-18 -36 -80 -127 -28 0
-3 -50 -80 -127 -12 0
-19 -50 -80 -127 -28 0
-34 -50 -80 -127 -43 0
-4 -63 -80 -127 -12 0
-20 -63 -80 -127 -28 0
-35 -63 -80 -127 -43 0
-49 -63 -80 -127 -57 0
-1 -22 -91 -127 -12 0
-2 -37 -91 -127 -12 0
-18 -37 -91 -127 -28 0
-3 -51 -91 -127 -12 0
-19 -51 -91 -127 -28 0
-34 -51 -91 -127 -43 0
-4 -64 -91 -127 -12 0
-20 -64 -91 -127 -28 0
-35 -64 -91 -127 -43 0
-49 -64 -91 -127 -57 0
-5 -76 -91 -127 -12 0
-21 -76 -91 -127 -28 0
-36 -76 -91 -127 -43 0
-50 -76 -91 -127 -57 0
-63 -76 -91 -127 -70 0
-1 -23 -101 -127 -12 0
-2 -38 -101 -127 -12 0
-18 -38 -101 -127 -28 0
-3 -52 -101 -127 -12 0
-19 -52 -101 -127 -28 0
-34 -52 -101 -127 -43 0
-4 -65 -101 -127 -12 0
-20 -65 -101 -127 -28 0
-35 -65 -101 -127 -43 0
-49 -65 -101 -127 -57 0
-5 -77 -101 -127 -12 0
-21 -77 -101 -127 -28 0
-36 -77 -101 -127 -43 0
-50 -77 -101 -127 -57 0
-63 -77 -101 -127 -70 0
-6 -88 -101 -127 -12 0
-22 -88 -101 -127 -28 0
-37 -88 -101 -127 -43 0
-51 -88 -101 -127 -57 0
-64 -88 -101 -127 -70 0
-76 -88 -101 -127 -82 0
-1 -24 -110 -127 -12 0
-2 -39 -110 -127 -12 0
-18 -39 -110 -127 -28 0
-3 -53 -110 -127 -12 0
-19 -53 -110 -127 -28 0
-34 -53 -110 -127 -43 0
-4 -66 -110 -127 -12 0
-20 -66 -110 -127 -28 0
-35 -66 -110 -127 -43 0
-49 -66 -110 -127 -57 0
-5 -78 -110 -127 -12 0
-21 -78 -110 -127 -28 0
-36 -78 -110 -127 -43 0
-50 -78 -110 -127 -57 0
-63 -78 -110 -127 -70 0
-6 -89 -110 -127 -12 0
-22 -89 -110 -127 -28 0
-37 -89 -110 -127 -43 0
-51 -89 -110 -127 -57 0
-64 -89 -110 -127 -70 0
-76 -89 -110 -127 -82 0
-7 -99 -110 -127 -12 0
-23 -99 -110 -127 -28 0
-38 -99 -110 -127 -43 0
-52 -99 -110 -127 -57 0
-65 -99 -110 -127 -70 0
-77 -99 -110 -127 -82 0
-88 -99 -110 -127 -93 0
-1 -25 -118 -127 -12 0
-2 -40 -118 -127 -12 0
-18 -40 -118 -127 -28 0
-3 -54 -118 -127 -12 0
-19 -54 -118 -127 -28 0
-34 -54 -118 -127 -43 0
-4 -67 -118 -127 -12 0
-20 -67 -118 -127 -28 0
-35 -67 -118 -127 -43 0
-49 -67 -118 -127 -57 0
-5 -79 -118 -127 -12 0
-21 -79 -118 -127 -28 0
-36 -79 -118 -127 -43 0
-50 -79 -118 -127 -57 0
-63 -79 -118 -127 -70 0
-6 -90 -118 -127 -12 0
-22 -90 -118 -127 -28 0
-37 -90 -118 -127 -43 0
-51 -90 -118 -127 -57 0
-64 -90 -118 -127 -70 0
-76 -90 -118 -127 -82 0
-7 -100 -118 -127 -12 0
-23 -100 -118 -127 -28 0
-38 -100 -118 -127 -43 0
-52 -100 -118 -127 -57 0
-65 -100 -118 -127 -70 0
-77 -100 -118 -127 -82 0
-88 -100 -118 -127 -93 0
-8 -109 -118 -127 -12 0
-24 -109 -118 -127 -28 0
-39 -109 -118 -127 -43 0
-53 -109 -118 -127 -57 0
-66 -109 -118 -127 -70 0
-78 -109 -118 -127 -82 0
-89 -109 -118 -127 -93 0
-99 -109 -118 -127 -103 0
-1 -18 -42 -133 -12 0
-1 -19 -56 -133 -12 0
-2 -34 -56 -133 -12 0
-18 -34 -56 -133 -28 0
-1 -20 -69 -133 -12 0
-2 -35 -69 -133 -12 0
-18 -35 -69 -133 -28 0
-3 -49 -69 -133 -12 0
-19 -49 -69 -133 -28 0
-34 -49 -69 -133 -43 0
-1 -21 -81 -133 -12 0
-2 -36 -81 -133 -12 0
-18 -36 -81 -133 -28 0
-3 -50 -81 -133 -12 0
-19 -50 -81 -133 -28 0
-34 -50 -81 -133 -43 0
-4 -63 -81 -133 -12 0
-20 -63 -81 -133 -28 0
-35 -63 -81 -133 -43 0
-49 -63 -81 -133 -57 0
-1 -22 -92 -133 -12 0
-2 -37 -92 -133 -12 0
-18 -37 -92 -133 -28 0
-3 -51 -92 -133 -12 0
-19 -51 -92 -133 -28 0
-34 -51 -92 -133 -43 0
-4 -64 -92 -133 -12 0
-20 -64 -92 -133 -28 0
-35 -64 -92 -133 -43 0
-49 -64 -92 -133 -57 0
-5 -76 -92 -133 -12 0
-21 -76 -92 -133 -28 0
-36 -76 -92 -133 -43 0
-50 -76 -92 -133 -57 0
-63 -76 -92 -133 -70 0
-1 -23 -102 -133 -12 0
-2 -38 -102 -133 -12 0
-18 -38 -102 -133 -28 0
-3 -52 -102 -133 -12 0
-19 -52 -102 -133 -28 0
-34 -52 -102 -133 -43 0
-4 -65 -102 -133 -12 0
-20 -65 -102 -133 -28 0
-35 -65 -102 -133 -43 0
-49 -65 -102 -133 -57 0
-5 -77 -102 -133 -12 0
-21 -77 -102 -133 -28 0
-36 -77 -102 -133 -43 0
-50 -77 -102 -133 -57 0
-63 -77 -102 -133 -70 0
-6 -88 -102 -133 -12 0
-22 -88 -102 -133 -28 0
-37 -88 -102 -133 -43 0
-51 -88 -102 -133 -57 0
-64 -88 -102 -133 -70 0
-76 -88 -102 -133 -82 0
-1 -24 -111 -133 -12 0
-2 -39 -111 -133 -12 0
-18 -39 -111 -133 -28 0
-3 -53 -111 -133 -12 0
-19 -53 -111 -133 -28 0
-34 -53 -111 -133 -43 0
-4 -66 -111 -133 -12 0
-20 -66 -111 -133 -28 0
-35 -66 -111 -133 -43 0
-49 -66 -111 -133 -57 0
-5 -78 -111 -133 -12 0
-21 -78 -111 -133 -28 0
-36 -78 -111 -133 -43 0
-50 -78 -111 -133 -57 0
-63 -78 -111 -133 -70 0
-6 -89 -111 -133 -12 0
-22 -89 -111 -133 -28 0
-37 -89 -111 -133 -43 0
-51 -89 -111 -133 -57 0
-64 -89 -111 -133 -70 0
-76 -89 -111 -133 -82 0
-7 -99 -111 -133 -12 0
-23 -99 -111 -133 -28 0
-38 -99 -111 -133 -43 0
-52 -99 -111 -133 -57 0
-65 -99 -111 -133 -70 0
-77 -99 -111 -133 -82 0
-88 -99 -111 -133 -93 0
-1 -25 -119 -133 -12 0
-2 -40 -119 -133 -12 0
-18 -40 -119 -133 -28 0
-3 -54 -119 -133 -12 0
-19 -54 -119 -133 -28 0
-34 -54 -119 -133 -43 0
-4 -67 -119 -133 -12 0
-20 -67 -119 -133 -28 0
-35 -67 -119 -133 -43 0
-49 -67 -119 -133 -57 0
-5 -79 -119 -133 -12 0
-21 -79 -119 -133 -28 0
-36 -79 -119 -133 -43 0
-50 -79 -119 -133 -57 0
-63 -79 -119 -133 -70 0
-6 -90 -119 -133 -12 0
-22 -90 -119 -133 -28 0
-37 -90 -119 -133 -43 0
-51 -90 -119 -133 -57 0
-64 -90 -119 -133 -70 0
-76 -90 -119 -133 -82 0
-7 -100 -119 -133 -12 0
-23 -100 -119 -133 -28 0
-38 -100 -119 -133 -43 0
-52 -100 -119 -133 -57 0
-65 -100 -119 -133 -70 0
-77 -100 -119 -133 -82 0
-88 -100 -119 -133 -93 0
-8 -109 -119 -133 -12 0
-24 -109 -119 -133 -28 0
-39 -109 -119 -133 -43 0
-53 -109 -119 -133 -57 0
-66 -109 -119 -133 -70 0
-78 -109 -119 -133 -82 0
-89 -109 -119 -133 -93 0
-99 -109 -119 -133 -103 0
-1 -26 -126 -133 -12 0
-2 -41 -126 -133 -12 0
-18 -41 -126 -133 -28 0
-3 -55 -126 -133 -12 0
-19 -55 -126 -133 -28 0
-34 -55 -126 -133 -43 0
-4 -68 -126 -133 -12 0
-20 -68 -126 -133 -28 0
-35 -68 -126 -133 -43 0
-49 -68 -126 -133 -57 0
-5 -80 -126 -133 -12 0
-21 -80 -126 -133 -28 0
-36 -80 -126 -133 -43 0
-50 -80 -126 -133 -57 0
-63 -80 -126 -133 -70 0
-6 -91 -126 -133 -12 0
-22 -91 -126 -133 -28 0
-37 -91 -126 -133 -43 0
-51 -91 -126 -133 -57 0
-64 -91 -126 -133 -70 0
-76 -91 -126 -133 -82 0
-7 -101 -126 -133 -12 0
-23 -101 -126 -133 -28 0
-38 -101 -126 -133 -43 0
-52 -101 -126 -133 -57 0
-65 -101 -126 -133 -70 0
-77 -101 -126 -133 -82 0
-88 -101 -126 -133 -93 0
-8 -110 -126 -133 -12 0
-24 -110 -126 -133 -28 0
-39 -110 -126 -133 -43 0
-53 -110 -126 -133 -57 0
-66 -110 -126 -133 -70 0
-78 -110 -126 -133 -82 0
-89 -110 -126 -133 -93 0
-99 -110 -126 -133 -103 0
-9 -118 -126 -133 -12 0
-25 -118 -126 -133 -28 0
-40 -118 -126 -133 -43 0
-54 -118 -126 -133 -57 0
-67 -118 -126 -133 -70 0
-79 -118 -126 -133 -82 0
-90 -118 -126 -133 -93 0
-100 -118 -126 -133 -103 0
-109 -118 -126 -133 -112 0
-1 -18 -34 -58 -13 0
-1 -18 -35 -71 -13 0
-1 -19 -49 -71 -13 0
-2 -34 -49 -71 -13 0
-18 -34 -49 -71 -29 0
-1 -18 -36 -83 -13 0
-1 -19 -50 -83 -13 0
-2 -34 -50 -83 -13 0
-18 -34 -50 -83 -29 0
-1 -20 -63 -83 -13 0
-2 -35 -63 -83 -13 0
-18 -35 -63 -83 -29 0
-3 -49 -63 -83 -13 0
-19 -49 -63 -83 -29 0
-34 -49 -63 -83 -44 0
-1 -18 -37 -94 -13 0
-1 -19 -51 -94 -13 0
-2 -34 -51 -94 -13 0
-18 -34 -51 -94 -29 0
-1 -20 -64 -94 -13 0
-2 -35 -64 -94 -13 0
-18 -35 -64 -94 -29 0
-3 -49 -64 -94 -13 0
-19 -49 -64 -94 -29 0
-34 -49 -64 -94 -44 0
-1 -21 -76 -94 -13 0
-2 -36 -76 -94 -13 0
-18 -36 -76 -94 -29 0
-3 -50 -76 -94 -13 0
-19 -50 -76 -94 -29 0
-34 -50 -76 -94 -44 0
-4 -63 -76 -94 -13 0
-20 -63 -76 -94 -29 0
-35 -63 -76 -94 -44 0
-49 -63 -76 -94 -58 0
-1 -18 -38 -104 -13 0
-1 -19 -52 -104 -13 0
-2 -34 -52 -104 -13 0
-18 -34 -52 -104 -29 0
-1 -20 -65 -104 -13 0
-2 -35 -65 -104 -13 0
-18 -35 -65 -104 -29 0
-3 -49 -65 -104 -13 0
-19 -49 -65 -104 -29 0
-34 -49 -65 -104 -44 0
-1 -21 -77 -104 -13 0
-2 -36 -77 -104 -13 0
-18 -36 -77 -104 -29 0
-3 -50 -77 -104 -13 0
-19 -50 -77 -104 -29 0
-34 -50 -77 -104 -44 0
-4 -63 -77 -104 -13 0
-20 -63 -77 -104 -29 0
-35 -63 -77 -104 -44 0
-49 -63 -77 -104 -58 0
-1 -22 -88 -104 -13 0
-2 -37 -88 -104 -13 0
-18 -37 -88 -104 -29 0
-3 -51 -88 -104 -13 0
-19 -51 -88 -104 -29 0
-34 -51 -88 -104 -44 0
-4 -64 -88 -104 -13 0
-20 -64 -88 -104 -29 0
-35 -64 -88 -104 -44 0
-49 -64 -88 -104 -58 0
-5 -76 -88 -104 -13 0
-21 -76 -88 -104 -29 0
-36 -76 -88 -104 -44 0
-50 -76 -88 -104 -58 0
-63 -76 -88 -104 -71 0
-1 -18 -39 -113 -13 0
-1 -19 -53 -113 -13 0
-2 -34 -53 -113 -13 0
-18 -34 -53 -113 -29 0
-1 -20 -66 -113 -13 0
-2 -35 -66 -113 -13 0
-18 -35 -66 -113 -29 0
-3 -49 -66 -113 -13 0
-19 -49 -66 -113 -29 0
-34 -49 -66 -113 -44 0
-1 -21 -78 -113 -13 0
-2 -36 -78 -113 -13 0
-18 -36 -78 -113 -29 0
-3 -50 -78 -113 -13 0
-19 -50 -78 -113 -29 0
-34 -50 -78 -113 -44 0
-4 -63 -78 -113 -13 0
-20 -63 -78 -113 -29 0
-35 -63 -78 -113 -44 0
-49 -63 -78 -113 -58 0
-1 -22 -89 -113 -13 0
-2 -37 -89 -113 -13 0
-18 -37 -89 -113 -29 0
-3 -51 -89 -113 -13 0
-19 -51 -89 -113 -29 0
-34 -51 -89 -113 -44 0
-4 -64 -89 -113 -13 0
-20 -64 -89 -113 -29 0
-35 -64 -89 -113 -44 0
-49 -64 -89 -113 -58 0
-5 -76 -89 -113 -13 0
-21 -76 -89 -113 -29 0
-36 -76 -89 -113 -44 0
-50 -76 -89 -113 -58 0
-63 -76 -89 -113 -71 0
-1 -23 -99 -113 -13 0
-2 -38 -99 -113 -13 0
-18 -38 -99 -113 -29 0
-3 -52 -99 -113 -13 0
-19 -52 -99 -113 -29 0
-34 -52 -99 -113 -44 0
-4 -65 -99 -113 -13 0
-20 -65 -99 -113 -29 0
-35 -65 -99 -113 -44 0
-49 -65 -99 -113 -58 0
-5 -77 -99 -113 -13 0
-21 -77 -99 -113 -29 0
-36 -77 -99 -113 -44 0
-50 -77 -99 -113 -58 0
-63 -77 -99 -113 -71 0
-6 -88 -99 -113 -13 0
-22 -88 -99 -113 -29 0
-37 -88 -99 -113 -44 0
-51 -88 -99 -113 -58 0
-64 -88 -99 -113 -71 0
-76 -88 -99 -113 -83 0
-1 -18 -40 -121 -13 0
-1 -19 -54 -121 -13 0
-2 -34 -54 -121 -13 0
-18 -34 -54 -121 -29 0
-1 -20 -67 -121 -13 0
-2 -35 -67 -121 -13 0
-18 -35 -67 -121 -29 0
-3 -49 -67 -121 -13 0
-19 -49 -67 -121 -29 0
-34 -49 -67 -121 -44 0
-1 -21 -79 -121 -13 0
-2 -36 -79 -121 -13 0
-18 -36 -79 -121 -29 0
-3 -50 -79 -121 -13 0
-19 -50 -79 -121 -29 0
-34 -50 -79 -121 -44 0
-4 -63 -79 -121 -13 0
-20 -63 -79 -121 -29 0
-35 -63 -79 -121 -44 0
-49 -63 -79 -121 -58 0
-1 -22 -90 -121 -13 0
-2 -37 -90 -121 -13 0
-18 -37 -90 -121 -29 0
-3 -51 -90 -121 -13 0
-19 -51 -90 -121 -29 0
-34 -51 -90 -121 -44 0
-4 -64 -90 -121 -13 0
-20 -64 -90 -121 -29 0
-35 -64 -90 -121 -44 0
-49 -64 -90 -121 -58 0
-5 -76 -90 -121 -13 0
-21 -76 -90 -121 -29 0
-36 -76 -90 -121 -44 0
-50 -76 -90 -121 -58 0
-63 -76 -90 -121 -71 0
-1 -23 -100 -121 -13 0
-2 -38 -100 -121 -13 0
-18 -38 -100 -121 -29 0
-3 -52 -100 -121 -13 0
-19 -52 -100 -121 -29 0
-34 -52 -100 -121 -44 0
-4 -65 -100 -121 -13 0
-20 -65 -100 -121 -29 0
-35 -65 -100 -121 -44 0
-49 -65 -100 -121 -58 0
-5 -77 -100 -121 -13 0
-21 -77 -100 -121 -29 0
-36 -77 -100 -121 -44 0
-50 -77 -100 -121 -58 0
-63 -77 -100 -121 -71 0
-6 -88 -100 -121 -13 0
-22 -88 -100 -121 -29 0
-37 -88 -100 -121 -44 0
-51 -88 -100 -121 -58 0
-64 -88 -100 -121 -71 0
-76 -88 -100 -121 -83 0
-1 -24 -109 -121 -13 0
-2 -39 -109 -121 -13 0
-18 -39 -109 -121 -29 0
-3 -53 -109 -121 -13 0
